matricula,email,delegacion,grupo
98366152,test@pruebas.com,36,5
98366220,test@pruebas.com,36,5
98366276,test@pruebas.com,36,5
98385589,test@pruebas.com,36,5
99107744,test@pruebas.com,36,5
99284833,test@pruebas.com,36,5
99285160,test@pruebas.com,36,5
98251813,test@pruebas.com,37,5
98262368,test@pruebas.com,37,5
98314875,test@pruebas.com,37,5
98320834,test@pruebas.com,37,5
98386598,test@pruebas.com,37,5
98386608,test@pruebas.com,37,5
98385602,test@pruebas.com,37,5
98020028,test@pruebas.com,37,5
99338517,test@pruebas.com,37,5
98376126,test@pruebas.com,37,5
99374196,test@pruebas.com,12,5
7424493,test@pruebas.com,5,5
9304118,test@pruebas.com,14,5
99184944,test@pruebas.com,18,5
97363571,test@pruebas.com,36,5
5981247,test@pruebas.com,26,5
7961723,test@pruebas.com,34,5
