matricula,email,delegacion,grupo
8614504,test@pruebas.com,18,5
9317929,test@pruebas.com,20,5
9749535,test@pruebas.com,35,5
99163426,test@pruebas.com,35,5
11096837,test@pruebas.com,20,5
8677743,test@pruebas.com,37,5
99252084,test@pruebas.com,25,5
6750672,test@pruebas.com,2,5
99270812,test@pruebas.com,27,5
11759232,test@pruebas.com,37,5
6223397,test@pruebas.com,26,5
99103584,test@pruebas.com,35,5
99212268,test@pruebas.com,21,5
99280170,test@pruebas.com,28,5
98074333,test@pruebas.com,7,5
311090451,test@pruebas.com,9,5
97158640,test@pruebas.com,15,5
10600167,test@pruebas.com,20,5
98150851,test@pruebas.com,15,5
99184159,test@pruebas.com,18,5
98202884,test@pruebas.com,20,5
98052501,test@pruebas.com,5,5
11756179,test@pruebas.com,37,5
99214014,test@pruebas.com,21,5
98204786,test@pruebas.com,20,5
99209785,test@pruebas.com,20,5
8506795,test@pruebas.com,38,5
8820007,test@pruebas.com,4,5
99334694,test@pruebas.com,33,5
99093110,test@pruebas.com,9,5
98073198,test@pruebas.com,7,5
98255505,test@pruebas.com,25,5
99274096,test@pruebas.com,27,5
99122582,test@pruebas.com,23,5
99086922,test@pruebas.com,8,5
99319810,test@pruebas.com,31,5
991442149,test@pruebas.com,14,5
98310656,test@pruebas.com,31,5
99209591,test@pruebas.com,20,5
11925655,test@pruebas.com,27,5
98116807,test@pruebas.com,11,5
98050958,test@pruebas.com,26,5
99083227,test@pruebas.com,8,5
99352667,test@pruebas.com,16,5
10214534,test@pruebas.com,31,5
11760079,test@pruebas.com,37,5
99270638,test@pruebas.com,26,5
99165964,test@pruebas.com,16,5
99032964,test@pruebas.com,3,5
11253088,test@pruebas.com,36,5
97381842,test@pruebas.com,38,5
10849084,test@pruebas.com,14,5
98058658,test@pruebas.com,5,5
991417214,test@pruebas.com,14,5
98055703,test@pruebas.com,5,5
991410492,test@pruebas.com,14,5
8988072,test@pruebas.com,29,5
98158546,test@pruebas.com,15,5
98290318,test@pruebas.com,29,5
99204357,test@pruebas.com,20,5
11331518,test@pruebas.com,34,5
9346678,test@pruebas.com,31,5
311160263,test@pruebas.com,16,5
99228936,test@pruebas.com,22,5
99316526,test@pruebas.com,24,5
9802029,test@pruebas.com,31,5
8063419,test@pruebas.com,36,5
98050002,test@pruebas.com,5,5
9910999,test@pruebas.com,26,5
8066809,test@pruebas.com,9,5
9607749,test@pruebas.com,30,5
99165174,test@pruebas.com,16,5
99272811,test@pruebas.com,27,5
99157231,test@pruebas.com,15,5
99156191,test@pruebas.com,17,5
99202932,test@pruebas.com,20,5
98368010,test@pruebas.com,36,5
98159375,test@pruebas.com,15,5
99165814,test@pruebas.com,16,5
10690921,test@pruebas.com,1,5
99137507,test@pruebas.com,13,5
99194949,test@pruebas.com,19,5
8200653,test@pruebas.com,11,5
9992618,test@pruebas.com,35,5
99366901,test@pruebas.com,36,5
991421436,test@pruebas.com,14,5
98275765,test@pruebas.com,27,5
97382168,test@pruebas.com,38,5
99096094,test@pruebas.com,9,5
10632905,test@pruebas.com,33,5
99114733,test@pruebas.com,11,5
991422465,test@pruebas.com,14,5
311360134,test@pruebas.com,36,5
8490163,test@pruebas.com,30,5
99014587,test@pruebas.com,1,5
99371612,test@pruebas.com,15,5
10662472,test@pruebas.com,8,5
99376154,test@pruebas.com,37,5
9824979,test@pruebas.com,26,5
98365577,test@pruebas.com,36,5
97381042,test@pruebas.com,38,5
11514078,test@pruebas.com,10,5
11146745,test@pruebas.com,35,5
98352334,test@pruebas.com,35,5
99148672,test@pruebas.com,14,5
98353113,test@pruebas.com,35,5
98372784,test@pruebas.com,37,5
99285809,test@pruebas.com,28,5
98021072,test@pruebas.com,2,5
10261931,test@pruebas.com,36,5
99024633,test@pruebas.com,2,5
99295857,test@pruebas.com,29,5
99342227,test@pruebas.com,18,5
11756411,test@pruebas.com,37,5
99244209,test@pruebas.com,24,5
991418974,test@pruebas.com,14,5
8886644,test@pruebas.com,28,5
311270014,test@pruebas.com,27,5
10763759,test@pruebas.com,9,5
98293881,test@pruebas.com,29,5
99195095,test@pruebas.com,19,5
11532181,test@pruebas.com,3,5
99369356,test@pruebas.com,36,5
99209312,test@pruebas.com,20,5
99332569,test@pruebas.com,33,5
99124380,test@pruebas.com,12,5
99365765,test@pruebas.com,35,5
9498184,test@pruebas.com,22,5
11188898,test@pruebas.com,37,5
9844813,test@pruebas.com,7,5
991440411,test@pruebas.com,14,5
10325719,test@pruebas.com,17,5
99202682,test@pruebas.com,20,5
98201474,test@pruebas.com,20,5
9288813,test@pruebas.com,19,5
10396969,test@pruebas.com,8,5
99215717,test@pruebas.com,5,5
8545154,test@pruebas.com,5,5
10965459,test@pruebas.com,27,5
99141004,test@pruebas.com,14,5
98274294,test@pruebas.com,27,5
98152427,test@pruebas.com,16,5
99313928,test@pruebas.com,31,5
11270837,test@pruebas.com,25,5
99293893,test@pruebas.com,29,5
98365996,test@pruebas.com,36,5
10500324,test@pruebas.com,15,5
9676244,test@pruebas.com,23,5
98151346,test@pruebas.com,38,5
10933433,test@pruebas.com,38,5
99256763,test@pruebas.com,25,5
99363466,test@pruebas.com,36,5
99225499,test@pruebas.com,22,5
11761369,test@pruebas.com,37,5
9187715,test@pruebas.com,22,5
99387040,test@pruebas.com,38,5
6949908,test@pruebas.com,12,5
99052304,test@pruebas.com,5,5
99379043,test@pruebas.com,37,5
99253731,test@pruebas.com,25,5
97204479,test@pruebas.com,20,5
99084904,test@pruebas.com,8,5
98389976,test@pruebas.com,38,5
99182052,test@pruebas.com,18,5
991415096,test@pruebas.com,14,5
8755647,test@pruebas.com,38,5
8673357,test@pruebas.com,35,5
99241184,test@pruebas.com,33,5
99041379,test@pruebas.com,4,5
98159486,test@pruebas.com,15,5
99164680,test@pruebas.com,35,5
98058317,test@pruebas.com,5,5
11668326,test@pruebas.com,22,5
97203365,test@pruebas.com,20,5
99094125,test@pruebas.com,9,5
99065446,test@pruebas.com,6,5
99262525,test@pruebas.com,26,5
10324097,test@pruebas.com,10,5
11598557,test@pruebas.com,32,5
99170204,test@pruebas.com,17,5
99125594,test@pruebas.com,12,5
99121336,test@pruebas.com,12,5
99161607,test@pruebas.com,16,5
98157649,test@pruebas.com,15,5
98318175,test@pruebas.com,31,5
99194982,test@pruebas.com,19,5
99364300,test@pruebas.com,15,5
7337655,test@pruebas.com,35,5
9144587,test@pruebas.com,11,5
10402438,test@pruebas.com,17,5
99361277,test@pruebas.com,16,5
99205213,test@pruebas.com,20,5
99094671,test@pruebas.com,9,5
99205197,test@pruebas.com,20,5
11825669,test@pruebas.com,31,5
10317309,test@pruebas.com,7,5
99051336,test@pruebas.com,5,5
97155170,test@pruebas.com,15,5
99279327,test@pruebas.com,27,5
99358976,test@pruebas.com,35,5
991415365,test@pruebas.com,14,5
991420268,test@pruebas.com,14,5
9385789,test@pruebas.com,29,5
9015256,test@pruebas.com,37,5
99110756,test@pruebas.com,11,5
10523634,test@pruebas.com,21,5
98380538,test@pruebas.com,38,5
99158632,test@pruebas.com,15,5
99084095,test@pruebas.com,8,5
9925821,test@pruebas.com,2,5
99127026,test@pruebas.com,12,5
99267505,test@pruebas.com,26,5
98256682,test@pruebas.com,25,5
99011239,test@pruebas.com,1,5
9212906,test@pruebas.com,11,5
991426136,test@pruebas.com,14,5
99136207,test@pruebas.com,13,5
98220061,test@pruebas.com,22,5
99254974,test@pruebas.com,35,5
98381849,test@pruebas.com,37,5
99130650,test@pruebas.com,38,5
98354482,test@pruebas.com,35,5
99377484,test@pruebas.com,37,5
99235191,test@pruebas.com,29,5
99272166,test@pruebas.com,8,5
9853081,test@pruebas.com,7,5
8891672,test@pruebas.com,2,5
991420165,test@pruebas.com,14,5
11564008,test@pruebas.com,8,5
99317076,test@pruebas.com,31,5
99023725,test@pruebas.com,2,5
99222443,test@pruebas.com,22,5
99373655,test@pruebas.com,37,5
98178220,test@pruebas.com,17,5
99138995,test@pruebas.com,13,5
99360782,test@pruebas.com,36,5
9292314,test@pruebas.com,19,5
99164786,test@pruebas.com,16,5
99200809,test@pruebas.com,20,5
99078684,test@pruebas.com,7,5
98364595,test@pruebas.com,36,5
10992685,test@pruebas.com,26,5
99169127,test@pruebas.com,16,5
98226437,test@pruebas.com,22,5
99141774,test@pruebas.com,14,5
99353510,test@pruebas.com,35,5
99226472,test@pruebas.com,22,5
10319077,test@pruebas.com,7,5
311160131,test@pruebas.com,16,5
99055780,test@pruebas.com,5,5
99136074,test@pruebas.com,13,5
99187913,test@pruebas.com,18,5
10587861,test@pruebas.com,35,5
10466959,test@pruebas.com,14,5
98383568,test@pruebas.com,37,5
10329358,test@pruebas.com,20,5
99229909,test@pruebas.com,22,5
9564063,test@pruebas.com,5,5
98074207,test@pruebas.com,7,5
10867805,test@pruebas.com,16,5
10333819,test@pruebas.com,10,5
9288465,test@pruebas.com,19,5
8771987,test@pruebas.com,2,5
98052589,test@pruebas.com,5,5
99144629,test@pruebas.com,19,5
99368661,test@pruebas.com,21,5
99088469,test@pruebas.com,8,5
97202505,test@pruebas.com,20,5
99104053,test@pruebas.com,10,5
99362335,test@pruebas.com,36,5
98374932,test@pruebas.com,37,5
97201852,test@pruebas.com,20,5
99022765,test@pruebas.com,35,5
99163338,test@pruebas.com,30,5
991427172,test@pruebas.com,14,5
991436850,test@pruebas.com,14,5
99053936,test@pruebas.com,5,5
8630682,test@pruebas.com,24,5
97153886,test@pruebas.com,15,5
98151319,test@pruebas.com,15,5
10326952,test@pruebas.com,10,5
99028744,test@pruebas.com,2,5
99267190,test@pruebas.com,26,5
98375210,test@pruebas.com,37,5
99119044,test@pruebas.com,1,5
99264461,test@pruebas.com,26,5
11463554,test@pruebas.com,26,5
99133058,test@pruebas.com,13,5
98366580,test@pruebas.com,36,5
98212619,test@pruebas.com,21,5
97202849,test@pruebas.com,20,5
9549781,test@pruebas.com,2,5
99158929,test@pruebas.com,15,5
10695117,test@pruebas.com,37,5
9695052,test@pruebas.com,8,5
99104798,test@pruebas.com,10,5
991430578,test@pruebas.com,14,5
99161046,test@pruebas.com,16,5
11837942,test@pruebas.com,26,5
99096872,test@pruebas.com,9,5
99159650,test@pruebas.com,35,5
99356696,test@pruebas.com,35,5
10170022,test@pruebas.com,20,5
11803762,test@pruebas.com,8,5
98384667,test@pruebas.com,38,5
99146185,test@pruebas.com,14,5
991429595,test@pruebas.com,26,5
99051065,test@pruebas.com,5,5
98293127,test@pruebas.com,29,5
11868678,test@pruebas.com,14,5
99134847,test@pruebas.com,13,5
98292809,test@pruebas.com,20,5
99263895,test@pruebas.com,26,5
11618108,test@pruebas.com,7,5
98350741,test@pruebas.com,35,5
8862834,test@pruebas.com,8,5
97206220,test@pruebas.com,20,5
11593776,test@pruebas.com,32,5
99325193,test@pruebas.com,31,5
9124519,test@pruebas.com,26,5
99114588,test@pruebas.com,11,5
98157520,test@pruebas.com,15,5
98372209,test@pruebas.com,37,5
11555734,test@pruebas.com,8,5
99044025,test@pruebas.com,4,5
10122125,test@pruebas.com,33,5
97160637,test@pruebas.com,16,5
98363179,test@pruebas.com,15,5
99361389,test@pruebas.com,36,5
7158505,test@pruebas.com,25,5
991438849,test@pruebas.com,14,5
98101024,test@pruebas.com,10,5
8889392,test@pruebas.com,14,5
98331106,test@pruebas.com,33,5
99182220,test@pruebas.com,18,5
99324742,test@pruebas.com,32,5
99268670,test@pruebas.com,26,5
99226412,test@pruebas.com,22,5
99364532,test@pruebas.com,5,5
98313807,test@pruebas.com,31,5
99158869,test@pruebas.com,15,5
99025197,test@pruebas.com,2,5
7881649,test@pruebas.com,15,5
97080559,test@pruebas.com,8,5
98270071,test@pruebas.com,27,5
8142629,test@pruebas.com,24,5
10431063,test@pruebas.com,32,5
99350068,test@pruebas.com,37,5
11401346,test@pruebas.com,24,5
99139601,test@pruebas.com,13,5
98380938,test@pruebas.com,13,5
10925805,test@pruebas.com,37,5
9852794,test@pruebas.com,7,5
99122612,test@pruebas.com,12,5
9183345,test@pruebas.com,23,5
9196617,test@pruebas.com,22,5
9482091,test@pruebas.com,14,5
9727922,test@pruebas.com,13,5
98229257,test@pruebas.com,22,5
991428091,test@pruebas.com,14,5
99065257,test@pruebas.com,6,5
10162941,test@pruebas.com,8,5
7395469,test@pruebas.com,25,5
11019905,test@pruebas.com,18,5
99237988,test@pruebas.com,23,5
98385577,test@pruebas.com,31,5
99335306,test@pruebas.com,33,5
98207579,test@pruebas.com,20,5
991426992,test@pruebas.com,14,5
10469265,test@pruebas.com,14,5
98022276,test@pruebas.com,2,5
98166885,test@pruebas.com,36,5
98253869,test@pruebas.com,25,5
99386243,test@pruebas.com,38,5
99255105,test@pruebas.com,25,5
98057057,test@pruebas.com,5,5
99092814,test@pruebas.com,9,5
10035303,test@pruebas.com,17,5
99208055,test@pruebas.com,20,5
98150516,test@pruebas.com,15,5
10625569,test@pruebas.com,7,5
99146165,test@pruebas.com,14,5
99386969,test@pruebas.com,35,5
99123765,test@pruebas.com,12,5
98380143,test@pruebas.com,38,5
98372395,test@pruebas.com,16,5
311140036,test@pruebas.com,14,5
98362817,test@pruebas.com,36,5
97200912,test@pruebas.com,20,5
8985987,test@pruebas.com,29,5
99031696,test@pruebas.com,3,5
9521593,test@pruebas.com,21,5
99084598,test@pruebas.com,8,5
10435018,test@pruebas.com,31,5
99089370,test@pruebas.com,8,5
10585044,test@pruebas.com,15,5
99204218,test@pruebas.com,20,5
99104775,test@pruebas.com,10,5
10950346,test@pruebas.com,37,5
99324796,test@pruebas.com,32,5
10873074,test@pruebas.com,16,5
6007805,test@pruebas.com,32,5
99227020,test@pruebas.com,22,5
98385929,test@pruebas.com,38,5
99163402,test@pruebas.com,15,5
991425874,test@pruebas.com,14,5
9337709,test@pruebas.com,33,5
99352454,test@pruebas.com,38,5
11652403,test@pruebas.com,15,5
8212961,test@pruebas.com,17,5
97372114,test@pruebas.com,37,5
97157413,test@pruebas.com,15,5
99264941,test@pruebas.com,26,5
9173528,test@pruebas.com,2,5
99276648,test@pruebas.com,27,5
99366845,test@pruebas.com,36,5
98371092,test@pruebas.com,37,5
98155615,test@pruebas.com,15,5
991416814,test@pruebas.com,14,5
98320745,test@pruebas.com,32,5
98229400,test@pruebas.com,22,5
98366876,test@pruebas.com,36,5
10796851,test@pruebas.com,16,5
99159885,test@pruebas.com,15,5
99186337,test@pruebas.com,18,5
97371025,test@pruebas.com,37,5
99297379,test@pruebas.com,29,5
991429093,test@pruebas.com,14,5
98333381,test@pruebas.com,33,5
99119079,test@pruebas.com,11,5
98167454,test@pruebas.com,16,5
99272203,test@pruebas.com,27,5
98377835,test@pruebas.com,37,5
10945741,test@pruebas.com,21,5
99149068,test@pruebas.com,14,5
9048189,test@pruebas.com,10,5
10050167,test@pruebas.com,19,5
99117401,test@pruebas.com,11,5
8413444,test@pruebas.com,6,5
991427545,test@pruebas.com,14,5
99091304,test@pruebas.com,9,5
97206791,test@pruebas.com,20,5
99117283,test@pruebas.com,11,5
99142533,test@pruebas.com,14,5
8648875,test@pruebas.com,37,5
99383897,test@pruebas.com,6,5
11115238,test@pruebas.com,9,5
9148329,test@pruebas.com,11,5
9613757,test@pruebas.com,15,5
311200233,test@pruebas.com,20,5
991437103,test@pruebas.com,14,5
98153576,test@pruebas.com,15,5
97156373,test@pruebas.com,15,5
8213909,test@pruebas.com,17,5
98164360,test@pruebas.com,16,5
11274379,test@pruebas.com,20,5
98082878,test@pruebas.com,8,5
99088134,test@pruebas.com,8,5
11063084,test@pruebas.com,11,5
11836563,test@pruebas.com,26,5
98270843,test@pruebas.com,27,5
99182008,test@pruebas.com,18,5
98371187,test@pruebas.com,15,5
311130199,test@pruebas.com,13,5
99159711,test@pruebas.com,15,5
98375784,test@pruebas.com,37,5
9707298,test@pruebas.com,10,5
11773596,test@pruebas.com,15,5
99091470,test@pruebas.com,9,5
11969903,test@pruebas.com,7,5
98119930,test@pruebas.com,11,5
8900078,test@pruebas.com,22,5
99172807,test@pruebas.com,17,5
9679987,test@pruebas.com,23,5
11536268,test@pruebas.com,25,5
99026023,test@pruebas.com,2,5
99387963,test@pruebas.com,37,5
7798997,test@pruebas.com,24,5
99082321,test@pruebas.com,8,5
9908684,test@pruebas.com,26,5
98311951,test@pruebas.com,31,5
99081152,test@pruebas.com,8,5
991436596,test@pruebas.com,14,5
99373446,test@pruebas.com,37,5
10369848,test@pruebas.com,27,5
98227246,test@pruebas.com,22,5
9796037,test@pruebas.com,31,5
9499288,test@pruebas.com,22,5
10871322,test@pruebas.com,16,5
99228747,test@pruebas.com,22,5
98379665,test@pruebas.com,37,5
9600612,test@pruebas.com,20,5
99209582,test@pruebas.com,20,5
98380023,test@pruebas.com,38,5
98080125,test@pruebas.com,8,5
98387802,test@pruebas.com,38,5
8346976,test@pruebas.com,14,5
99366848,test@pruebas.com,36,5
9953795,test@pruebas.com,1,5
991411033,test@pruebas.com,14,5
99221226,test@pruebas.com,22,5
99363940,test@pruebas.com,36,5
991427097,test@pruebas.com,14,5
99352419,test@pruebas.com,36,5
99270005,test@pruebas.com,27,5
9389849,test@pruebas.com,29,5
99292961,test@pruebas.com,29,5
99164976,test@pruebas.com,15,5
11460164,test@pruebas.com,3,5
98372965,test@pruebas.com,37,5
99331740,test@pruebas.com,33,5
9087966,test@pruebas.com,14,5
99118528,test@pruebas.com,11,5
99186574,test@pruebas.com,18,5
99175402,test@pruebas.com,11,5
98360563,test@pruebas.com,36,5
99173055,test@pruebas.com,17,5
9351663,test@pruebas.com,31,5
99137530,test@pruebas.com,13,5
99302132,test@pruebas.com,30,5
99139642,test@pruebas.com,13,5
99055859,test@pruebas.com,5,5
99293830,test@pruebas.com,29,5
11732474,test@pruebas.com,16,5
99161755,test@pruebas.com,24,5
10622888,test@pruebas.com,7,5
99091474,test@pruebas.com,23,5
991429609,test@pruebas.com,14,5
99350365,test@pruebas.com,35,5
99120398,test@pruebas.com,12,5
99115427,test@pruebas.com,11,5
99195861,test@pruebas.com,19,5
10576207,test@pruebas.com,29,5
99314956,test@pruebas.com,18,5
99122828,test@pruebas.com,12,5
10464794,test@pruebas.com,14,5
99234883,test@pruebas.com,23,5
991410410,test@pruebas.com,14,5
99064881,test@pruebas.com,6,5
99355366,test@pruebas.com,35,5
98089228,test@pruebas.com,8,5
99344207,test@pruebas.com,34,5
11164743,test@pruebas.com,14,5
99268429,test@pruebas.com,26,5
99051814,test@pruebas.com,5,5
97205021,test@pruebas.com,20,5
991428545,test@pruebas.com,14,5
11491523,test@pruebas.com,15,5
10326391,test@pruebas.com,10,5
99085406,test@pruebas.com,8,5
10253017,test@pruebas.com,35,5
9806016,test@pruebas.com,18,5
98164082,test@pruebas.com,29,5
11598727,test@pruebas.com,32,5
97381299,test@pruebas.com,38,5
99095272,test@pruebas.com,9,5
98378873,test@pruebas.com,37,5
8266271,test@pruebas.com,31,5
10870199,test@pruebas.com,25,5
98313379,test@pruebas.com,31,5
8749817,test@pruebas.com,23,5
99377497,test@pruebas.com,37,5
99127654,test@pruebas.com,12,5
98292026,test@pruebas.com,29,5
99155884,test@pruebas.com,15,5
98270108,test@pruebas.com,27,5
10576282,test@pruebas.com,29,5
98114282,test@pruebas.com,11,5
98022325,test@pruebas.com,2,5
10091726,test@pruebas.com,26,5
99140276,test@pruebas.com,14,5
98026533,test@pruebas.com,2,5
10199926,test@pruebas.com,34,5
99116850,test@pruebas.com,11,5
99125398,test@pruebas.com,12,5
99254082,test@pruebas.com,25,5
99170937,test@pruebas.com,17,5
98175283,test@pruebas.com,17,5
99104177,test@pruebas.com,5,5
8645108,test@pruebas.com,37,5
11234571,test@pruebas.com,22,5
99368496,test@pruebas.com,37,5
8606757,test@pruebas.com,18,5
99169171,test@pruebas.com,16,5
9605681,test@pruebas.com,30,5
99050265,test@pruebas.com,5,5
311180051,test@pruebas.com,18,5
10335161,test@pruebas.com,10,5
9563776,test@pruebas.com,5,5
99252859,test@pruebas.com,25,5
99210391,test@pruebas.com,21,5
98086774,test@pruebas.com,8,5
99220511,test@pruebas.com,4,5
99241138,test@pruebas.com,24,5
99362981,test@pruebas.com,15,5
8727937,test@pruebas.com,23,5
99344227,test@pruebas.com,34,5
99042001,test@pruebas.com,4,5
97152610,test@pruebas.com,15,5
98251773,test@pruebas.com,17,5
98295582,test@pruebas.com,29,5
98053548,test@pruebas.com,5,5
10408649,test@pruebas.com,17,5
98022639,test@pruebas.com,2,5
99234373,test@pruebas.com,20,5
99233012,test@pruebas.com,23,5
10683089,test@pruebas.com,38,5
99359868,test@pruebas.com,35,5
98315937,test@pruebas.com,31,5
99032266,test@pruebas.com,3,5
11782641,test@pruebas.com,36,5
98169396,test@pruebas.com,16,5
99059702,test@pruebas.com,5,5
97201751,test@pruebas.com,20,5
99081566,test@pruebas.com,22,5
98380424,test@pruebas.com,38,5
